Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68
20100817,46.05,73.6,51.1,44,136.8,138.03,34.8,40.3,44.73,49.44,19.9,25.58,19.89,9.29,21.3,14.85,66.96,56.66,101.2,75.35,32.7,39.91,36.31,50.74,119.75,76.26,32.16,60.82,47.82,22.34,133.05,43.22,28.34,87.75,28.81,30.15,89.28,62.22,32.82,85.16,24.06,33.72,31.8,105.15,51.34,35.75,38.23,84.28,104.43,41.52,33.87,27.45,52.17,31.21,41.58,47.27,90.68,88.24,30.33,52.34,13.78,28.61,20.89,25.51,28.17,30.17,49.77
20100818,46.38,73.25,50.8,43.93,136.85,137.68,34.91,40.27,44.82,49.42,19.75,25.8,19.89,9.35,21.25,14.8,66.96,56.07,102.35,74.55,32.65,39.78,36.49,51.58,120.22,76.41,32.03,61.01,47.83,22.42,133.39,43.53,28.69,86.7,29.06,30.45,88.52,61.74,32.69,84.76,24.34,33.47,31.6,105.35,50.77,35.92,38.53,83.8,103.5,42.03,33.68,27.62,52.51,31.4,41.55,47.32,88.88,89.03,30.45,51.82,13.84,28.72,21.01,25.53,28.13,30.46,50.31
20100819,43.99,76.85,51.89,40.75,146.65,134.48,35.65,39.95,45.45,48.59,19.33,25.43,19.46,9.33,20.71,14.46,66.03,55.52,95.9,79.45,31.76,39.51,36.89,51.18,120.39,76.23,31.48,59.29,46.66,21.86,131.09,42.07,27.18,91,28.62,28.87,93,64.15,33.81,88.48,23.81,34.86,33.2,103.44,54.8,34.67,35.5,88.32,111.78,38.61,33.25,26.15,50.18,30.05,40.54,46.02,92.8,91.13,29.71,50.95,13.51,28.08,20.75,25.21,27.59,29.85,49.49
20100820,43.57,77.65,51.68,40.33,148.25,133.13,35.97,39.83,45.75,48.06,19.39,25.21,19.05,9.24,20.34,14.37,65.64,55.05,94.95,79.95,31.21,39.61,36.76,50.73,119.97,76.44,31.13,59.35,46.51,21.78,131.1,41.98,27.1,91.35,28.66,28.79,93.12,65.47,34.06,89,23.78,35.3,33.59,103.09,54.85,34.42,35.48,88.28,111.66,38.56,32.95,26.11,49.78,29.71,39.98,45.86,91.36,91.2,29.64,50.3,13.47,27.93,20.7,25.21,27.49,29.83,48.95
20100823,43.03,78.65,50.81,39.72,150.85,129.48,36.94,39.46,46.55,47.96,19.19,25.06,18.96,9.18,20.33,14.43,64.46,55.32,93.3,81.45,31.12,39.05,37.72,50.35,119.78,76.44,31,58.52,46.27,21.63,129.71,41.22,26.52,93.2,28.55,28.06,95.44,66.14,34.31,90.08,23.54,36.08,33.95,102.68,56.85,34.17,34.06,90.68,116.1,37.04,32.43,25.46,49.14,29.06,39.97,45.6,90.24,91.67,29.29,50.32,13.38,27.61,20.51,25.27,27.62,29.55,47.74
20100824,41.13,82.2,50.12,39.17,153.05,124.63,38.29,38.94,47.68,47.27,18.7,24.55,18.69,9.17,19.99,14.16,63.56,54.43,88.9,85.25,30.52,38.65,38.48,49.75,120.36,75.98,30.44,57.83,46.05,21.16,127.64,39.87,25.19,97.35,28.33,27.55,97.2,68.73,35.34,92.84,23.13,38.03,35.43,101.09,58.83,33.13,32.93,92.64,119.97,35.78,31.77,24.88,47.66,27.51,39.22,45.4,93,93.71,28.57,49.51,13.15,27.02,20.22,25.14,27,29.03,46.25
20100825,41.56,81.4,49.58,41.13,144.7,121.93,39.08,38.68,48.36,47.32,18.65,24.69,18.66,9.14,19.94,14.14,63.24,53.86,89.9,84.2,30.52,38.62,38.61,51.45,121.36,75.86,30.45,58.73,46.7,21.05,128.68,40.48,25.62,95.95,28.67,28.24,94.8,68.35,35.06,92.12,23.27,37.85,35.09,101.5,56.29,33.36,34.39,89.88,114.72,37.39,32.37,25.58,48.06,27.57,39.21,46.18,90.68,92.02,28.66,49.35,13.19,26.97,20.35,25.2,27.28,29.34,46.39
20100826,40.75,82.95,48.68,40.39,147,119.88,39.69,38.43,48.89,47.3,18.74,24.76,18.61,9.13,19.91,14.19,62.27,54.13,87.85,86.25,30.42,38.29,39.13,52.18,120.96,75.74,30.34,58.28,46.42,20.94,127.81,39.98,25.06,97.9,28.39,27.85,95.92,69.88,35.55,93.56,22.76,37.92,35.82,100.79,57.58,32.9,33.58,91.24,117.18,36.53,32.62,25.26,47.33,27.59,39.2,45.88,91.6,93.28,28.62,48.89,13.08,26.93,20.14,25,27.1,29.13,45.83
20100827,42.68,78.75,49.53,42.37,139.65,126.93,37.22,39.3,46.84,48.27,19.46,25.44,18.95,9.25,20.36,14.46,64.85,55.01,93.2,80.8,31.23,39.04,37.69,52.79,121.01,75.73,31.22,59.85,47.22,21.4,130.65,41.64,26.61,92.1,28.59,29.31,91.12,66.29,34.43,89.64,23.12,35.5,34.13,102.42,52.83,33.95,36.3,86.32,107.82,39.49,33.57,26.57,49.21,29.32,40.19,46.7,86,90.11,29.53,50.21,13.37,27.5,20.39,25.17,27.39,29.62,47.6
20100830,40.83,82.25,50.7,41.29,143.65,121.08,38.98,38.63,48.32,47.54,19.31,25.33,18.54,9.22,19.88,14.19,63.06,54.49,88,85.25,30.5,38.43,38.75,52.57,120.91,75.89,30.84,58.5,46.75,20.88,128.4,40.24,25.31,96.1,28.1,28,95.08,68.86,35.42,93.24,22.44,36.64,35.57,100.87,56.28,32.97,33.87,90.16,114.9,36.77,33.02,25.38,47.31,28.43,39.28,46.31,88.72,91.74,29.06,49.45,13.08,27.06,20.11,24.94,27.03,29.08,46.65
20100831,41.03,82.35,51.57,42.28,140.1,123.33,38.38,38.87,47.8,47.69,19.35,25.22,18.64,9.11,20,14.25,63.91,54.93,89.5,83.65,30.62,38.36,38.98,53.06,122.08,75.86,30.77,58.38,47.22,21.09,128.27,40.21,25.26,96.4,27.99,27.88,95.44,69.01,35.34,91.92,22.08,35.68,35.49,100.87,56.5,32.94,33.76,90.44,115.23,36.65,31.92,25.26,47.96,29.09,39.58,46.69,87.84,92.3,29.19,49.31,13.2,26.95,20.04,24.96,26.92,29.12,47.55
20100901,44.47,74.85,51.74,46.38,126.35,135.98,34.37,40.28,44.39,49.47,20.52,25.76,19.41,9.37,20.97,14.75,66.71,57.09,99.3,74.5,32.1,39.37,36.95,52.3,121.69,76.8,31.79,60.71,48.83,21.96,132.75,42.89,27.89,86.9,28.9,30,88.32,63.68,33.29,85,22.82,33.29,32.4,104.01,50.08,34.95,37.49,83.48,102.33,40.87,32.95,27.23,51.46,31.03,41.31,48.33,82.52,90.43,30.12,51.22,13.72,28.07,20.57,25.43,27.57,30.16,49.51
20100902,45.77,72.55,50.2,48.08,121.6,137.13,34.08,40.35,44.22,49.76,20.54,25.98,19.56,9.34,21.3,14.82,66.98,57.84,101.95,72.5,32.54,39.78,36.15,53.02,122.29,76.94,32.13,61.4,49.49,22.22,134.52,44.03,29.14,83.25,29.46,30.64,86.44,62.7,32.67,83.56,23.27,32.6,31.5,105.03,48.42,35.6,38.77,81.6,98.64,42.2,33.39,27.84,52.41,31.68,41.69,48.99,80.2,89.43,30.5,51.66,13.86,28.44,20.76,25.6,27.72,30.74,50.15
20100903,47.56,69.7,51.5,50.19,116.05,141.78,32.95,40.84,43.23,50.24,20.71,26.35,19.81,9.41,21.6,15.04,66.79,58.45,108.1,68.2,33.05,40.02,35.76,53.14,121.86,77.2,32.48,62.53,50.19,22.62,136.39,45.27,30.29,80.05,29.77,31.65,83.52,60.4,31.81,80.2,23.67,31.79,30.25,106.45,45.96,36.55,40.76,78.72,93.39,44.35,33.09,28.81,54.53,32.44,42.17,49.76,76.32,87.41,30.88,52.31,14.16,28.89,21.08,25.77,27.99,31.21,50.7
20100907,46,72,51.34,47.86,121.4,135.48,34.33,40.23,44.43,49.51,20.51,26.13,19.39,9.41,20.94,14.78,65.7,56.9,101.25,72.4,32.01,39.61,36.4,53.4,122.7,77.07,32.05,61.31,49.44,21.98,134.49,43.97,29.06,82.9,29.45,30.53,86.32,62.11,32.52,83.56,23.12,32.38,31.22,105.2,48.41,35.73,38.51,81.68,98.64,42.01,32.77,27.74,52.26,31.89,41.18,48.94,78.4,88.82,30.56,51.5,13.83,28.61,20.9,25.66,27.82,30.69,50.59
20100908,46.88,70.7,51.19,48.04,121.25,139.63,33.23,40.68,43.51,49.91,20.72,26.24,19.5,9.43,21.21,14.96,66.65,57.47,103.65,70.6,32.33,39.79,36.05,53.12,122.71,77.09,32.25,61.68,49.47,22.28,135.37,44.56,29.63,81.45,29.52,30.83,85.64,61.36,32.09,82.32,23.07,31.81,30.61,105.97,47.52,36.2,39.21,80.64,96.69,42.67,33.14,28.06,53.02,32.43,41.69,49.05,77,88.4,30.81,51.96,13.97,28.92,21.02,25.78,27.98,30.92,51.09
20100909,47.49,69.75,52,46.73,124.7,141.93,32.6,40.92,42.95,50.4,21.04,26.31,19.66,9.46,21.42,15.1,66.94,57.68,106.55,68.6,32.67,39.98,35.76,52.1,121.56,77.44,32.22,61.72,49.07,22.65,135.75,44.75,29.85,80.8,29.61,30.82,85.56,60.86,31.79,80.92,23.22,32.26,30.22,106.48,47.45,36.56,39.31,80.56,96.54,42.79,32.89,28.1,53.92,32.02,42.12,48.44,75.76,87.01,30.7,52.07,14.15,28.89,21.08,25.87,28.29,30.95,50.34
20100910,48.22,68.75,52,47.37,122.6,143.48,32.26,41.07,42.63,50.56,20.99,26.36,19.76,9.53,21.55,15.14,67.07,58.61,107.2,68.15,32.87,39.86,35.93,52.49,121.73,77.67,32.54,61.92,49.28,22.66,136.1,45.04,30.23,79.8,29.83,30.92,85.32,59.98,31.44,80.56,22.91,31.83,29.7,107.04,46.99,36.95,39.66,79.96,95.64,43.01,33.77,28.26,54.17,32.38,42.24,48.72,74.16,86.95,30.97,52.63,14.17,29.16,21.09,26,28.59,31.22,50.91
20100913,49.89,66.3,52.16,49.33,117.1,154.08,29.93,42.08,40.62,51.52,21.52,26.73,20.17,9.63,22.11,15.36,69,60.03,113.55,64.2,33.65,41,33.93,52.45,121.62,78.13,32.87,63.47,50.11,23.32,138.59,46.62,31.67,76.4,30.09,32.35,81.44,58.53,30.76,77.24,23.7,30.71,28.74,108.28,43.67,37.77,42.47,76.16,88.86,46.25,34.03,29.61,56.36,33.5,43.15,49.58,70.32,85.2,31.5,53.07,14.48,29.46,21.48,26.03,28.66,31.61,51.57
20100914,49.82,66.4,52.16,49.14,118,153.88,30.02,42.06,40.66,51.88,21.71,26.81,20.41,9.66,22.33,15.46,68.81,60.48,111.35,65.5,34,41.17,33.67,54.33,124.02,78.11,32.86,63.19,49.95,23.05,138.56,46.63,31.68,76.25,30.4,32.19,81.68,58.78,30.8,78.36,24.09,30.76,28.77,108.21,44.05,37.7,42.01,76.72,89.79,45.76,33.89,29.39,55.59,33.45,43.6,49.38,70.28,84.84,31.44,52.88,14.35,29.37,21.57,26.08,28.76,31.64,51.41
20100915,50.38,65.6,53.11,50.4,114.65,154.73,29.83,42.12,40.53,51.9,21.7,26.72,20.46,9.64,22.36,15.54,68.49,60.53,112.65,64.55,33.96,40.9,34.07,54.05,123.94,78.03,32.77,63.56,50.37,23.05,139.27,47.04,32.02,75.55,30.46,32.54,80.96,57.94,30.57,77.52,24.02,30.82,28.46,108.64,43.45,37.99,42.82,75.84,88.5,46.62,33.49,29.72,56.08,33.38,43.58,49.84,69.24,84.35,31.38,52.77,14.4,29.37,21.71,26.27,29.04,31.7,51.13
20100916,50.34,65.7,53.14,49.63,116.8,152.68,30.27,41.9,40.9,51.64,21.49,26.79,20.54,9.51,22.38,15.56,68.59,60.02,111.65,65.15,34.05,40.66,34.42,54.81,124.63,78.18,32.72,63.14,50.08,22.91,138.82,46.77,31.81,75.85,30.61,32.08,81.84,57.49,30.56,78.12,24.37,30.27,28.47,108.6,44.14,37.96,41.88,76.8,89.94,45.58,32.98,29.35,55.69,34,43.48,49.56,69.52,84.9,31.54,52.52,14.36,29.33,21.84,26.3,28.92,31.7,51.74
20100917,50.4,65.6,53.34,49.9,115.65,151.68,30.44,41.83,41.06,51.38,21.41,26.66,20.34,9.48,22.15,15.43,67.94,59.53,110.7,65.6,33.56,41.03,33.86,54.23,124.54,78.34,32.58,63.41,50.24,22.75,139.14,47.02,32,75.4,30.61,32.38,81.32,57.49,30.51,78.64,24.45,30.29,28.5,108.65,43.58,38.04,42.4,76.24,88.68,46.14,32.65,29.55,55.33,33.97,43.08,49.72,68.64,85.01,31.55,52.25,14.28,29.62,21.96,26.23,28.91,31.79,51
20100920,52.72,62.5,52.67,53.67,107.15,158.43,29.01,42.51,39.81,52.31,21.93,26.9,20.68,9.65,22.67,15.69,68.62,61.05,116.9,62.1,34.21,41.55,33.03,54.79,124.87,78.48,33.06,65.22,51.45,23.28,141.48,48.56,33.69,71.6,31.07,33.99,77.12,55.07,29.6,75.44,24.58,29.59,27.14,110.37,39.94,39.17,45.99,71.92,81.3,49.92,33.22,31.2,57.55,34.71,44.01,51.02,66.92,84.12,31.76,53.16,14.56,30.08,22.29,26.53,29.31,32.42,51.48
20100921,52.41,62.95,52.67,51.35,111.75,156.83,29.25,42.38,40,52.3,21.83,26.83,20.88,9.54,22.85,15.61,69.04,61.22,114.05,63.6,34.43,41.52,33.02,55.12,126.01,78.33,33.02,64.83,50.58,22.97,140.69,48.06,33.21,72.7,31.03,33.6,77.84,54.9,29.73,76.84,24.54,29.81,27.3,110.14,40.61,39.02,45.12,72.72,82.62,49.14,32.65,30.86,56.47,34.48,44.09,50.22,67.16,84.21,31.61,53.2,14.42,30.14,22.25,26.48,29.33,32.28,51.35
20100922,51.59,63.8,53.33,49.37,115.85,157.3,29.17,42.41,39.96,52.22,21.85,26.61,20.94,9.51,22.88,15.63,69.56,61.54,108.95,66.4,34.41,41.28,33.33,55.82,126.2,77.97,32.88,64.04,50.02,22.56,139.52,47.22,32.47,74.15,31.13,32.83,79.64,55.2,30.01,79.12,24.11,29.57,27.68,109.58,41.97,38.67,43.49,74.56,85.74,47.39,32.58,30.11,54.8,34.73,44.18,49.49,68.24,84.7,31.69,52.8,14.18,29.98,22.14,26.53,29.38,32.06,51.82
20100923,50.35,65.4,52.98,45.45,125.25,154.9,29.69,42.13,40.4,51.63,21.62,26.42,20.59,9.47,22.37,15.46,70.34,61.13,103.35,69.85,33.72,40.96,33.87,55.21,126.3,77.74,32.61,63.24,48.82,22.15,138.53,46.52,31.63,75.95,31.11,32.01,81.48,56.17,30.51,81.76,24.35,30.05,28.35,108.66,43.46,37.99,41.98,76.24,88.83,45.7,32.67,29.39,52.8,34.2,43.45,48.18,70.48,86.51,31.38,52.46,13.9,29.52,22.11,26.35,29.22,31.89,51.16
20100924,53.36,61.35,52.98,49.07,114.2,162.65,28.16,42.93,38.96,53.13,22.24,26.92,21.36,9.6,23.33,15.9,70.06,62.28,110.85,64.5,35.27,41.92,32.35,55.12,126.69,78.09,33.33,65.35,50.24,22.79,141.87,48.78,33.87,70.75,31.91,34.04,76.48,53.32,29.25,77.72,25.36,28.63,26.61,110.98,39.35,39.54,46.02,71.32,80.13,50,33.4,31.29,55.62,35.8,45.07,49.63,66.52,84.72,32.18,53.63,14.28,30.36,22.55,26.72,29.63,32.74,52.66
20100927,52.8,62.1,52.98,47.56,118.15,161.8,28.25,42.85,39.1,52.85,22.27,26.78,21.24,9.65,23.11,15.84,70.55,62.2,107.95,66.2,34.8,41.7,32.67,54.79,126.72,78.24,33.18,65.18,49.71,22.43,141.87,48.76,33.62,71.35,31.72,33.93,76.72,53.95,29.53,79.12,25.15,28.8,26.97,110.43,39.58,39.2,45.73,71.6,80.58,49.91,33.24,31.16,54.47,35.54,44.55,48.98,67,84.65,31.99,53.42,14.12,30.16,22.56,26.56,29.4,32.52,52.47
20100928,53.46,61.2,52.98,48.25,116.65,165.55,27.7,43.17,38.54,53.17,22.67,26.93,21.42,9.69,23.41,15.86,71.56,63.44,108.7,65.65,35.26,41.56,32.87,56.11,127.85,78.37,33.52,65.84,49.85,22.51,142.8,49.48,34.33,69.6,32.14,34.5,75.52,53.25,29.26,78.6,25.68,28.42,26.68,110.83,38.57,39.49,47,70.16,78.18,51.11,33.19,31.74,54.78,36.06,45.04,49.19,66.4,84.28,31.99,53.81,14.15,30.33,22.59,26.74,29.65,32.78,52.81
20100929,53.1,61.6,52.98,47.05,119.05,168.15,27.32,43.32,38.25,53.08,22.42,27.01,21.38,9.74,23.29,15.78,72.31,63.35,106.85,66.85,34.92,41.79,32.46,55.96,127.95,78.58,33.81,66.03,49.46,22.4,142.89,49.41,34.36,69.6,31.98,34.68,74.96,53.71,29.44,79.64,25.58,28.73,26.88,110.63,37.96,39.3,47.53,69.8,77.61,51.66,33.94,31.94,54.14,35.63,44.77,48.78,67.72,85.62,31.73,54.4,14.04,30.32,22.54,26.66,29.54,32.54,53.07
20100930,52.75,62.1,52.98,47.36,118.65,170.75,26.94,43.58,37.83,52.67,22.03,27.15,21.33,9.62,23.14,15.65,73.11,63.75,106.7,66.9,34.82,41.89,32.34,55.38,127.91,79.03,33.81,65.86,49.58,22.47,143.04,49.62,34.28,69.75,31.91,34.39,75.72,54.25,29.59,79.48,25.53,28.96,27.09,110.29,38.42,39.09,47.06,69.96,77.85,51.12,34.84,31.77,54.11,35.38,44.51,48.93,69.16,86.68,31.6,54.42,14.02,30.2,22.45,26.56,29.46,32.45,52.74
20101001,53.35,61.3,54.22,48,116.7,178.3,25.71,44.24,36.69,53.22,22.28,27.45,21.54,9.64,23.3,15.92,74.28,64.48,109.1,65.4,35.15,42.17,31.86,56.05,128.91,79.14,34.29,66.22,49.84,22.69,143.42,49.84,34.62,69.05,31.88,34.71,74.96,53.4,29.33,78.28,25.53,28.1,26.74,110.77,37.71,39.41,47.85,69.36,76.86,52.01,35.63,32.13,55.05,36.41,45.12,49.19,68.16,85.86,32.03,55.17,14.17,30.23,22.46,26.61,29.46,32.49,53.76
20101004,52.15,62.75,54.22,49.3,113.8,176.9,25.87,44.1,36.87,52.42,22.07,27.27,21.09,9.45,22.84,15.81,74.32,63.71,107.2,66.45,34.38,42.42,31.5,55,128.46,78.83,33.8,65.3,50.29,22.61,141.91,48.78,33.68,70.8,31.77,33.94,76.64,54.66,29.77,79.08,25.2,29.01,27.34,109.91,39.27,38.8,45.91,71.24,79.98,50.01,35.59,31.27,54.43,35.29,44.32,49.67,69.48,86.8,31.5,54.46,14.07,29.9,22.27,26.53,29.16,32.42,52.35
20101005,55.26,58.9,55.7,51.71,108.15,186.8,24.53,44.92,35.59,53.97,22.61,27.84,21.68,9.76,23.74,16.13,75.84,65.34,113.75,62.35,35.86,43.34,30.18,56.71,130.99,79.15,34.72,67.2,50.99,23.29,144.86,50.79,35.71,66.65,32.24,35.61,72.48,51.94,28.57,75.8,25.92,27.29,25.68,112.2,36,40.39,49.75,67.2,73.08,54.11,36.09,33.02,56.81,37.26,45.9,50.51,65.76,84.93,32.42,55.78,14.4,30.73,22.72,26.79,29.72,33.12,53.81
20101006,55.15,59.05,55.7,51.02,109.4,186.2,24.55,44.9,35.6,54.44,22.82,28.02,21.93,9.87,24.01,16.22,74.8,65.57,113.45,62.5,36.09,43.31,30.15,57.57,131.81,79.07,35.03,66.97,50.83,23.2,143.79,50.08,35.2,67.55,32.21,35.39,73,51.47,28.56,75.88,25.7,26.72,25.67,112.19,36.17,40.4,49.31,67.6,73.83,53.68,36.28,32.78,56.61,38.01,46.16,50.22,64.96,85.08,32.74,56.29,14.39,30.92,22.61,26.91,29.6,32.89,54.64
20101007,54.97,59.25,55.7,51.39,108.9,181.8,25.15,44.49,36.21,54.25,22.76,27.67,21.89,9.91,24.02,16.15,73.74,64.56,112.25,63.15,36.16,42.93,30.71,56.03,130.37,79.25,34.68,66.77,50.95,23.1,143.73,49.99,35.1,67.55,32.18,35.3,73.32,51.72,28.64,76.36,25.84,27.16,25.76,112.05,36.48,40.3,48.91,67.92,74.37,53.17,35.46,32.63,56.2,37.45,46.02,50.37,64.56,84.95,32.4,56,14.33,30.85,22.61,26.81,29.66,33.05,53.64
20101008,55.94,58.1,57.07,51.65,108.05,187.8,24.28,45.04,35.4,54.62,23.15,28.03,22.02,9.96,24.09,16.26,75.19,65.41,112.9,62.8,36.3,43.47,29.94,56.75,131.66,79.55,35.22,67.64,51.02,23.05,144.76,50.74,35.93,65.85,32.21,35.99,71.68,50.92,28.31,76.12,26.15,26.02,25.35,112.7,35.11,40.73,50.77,66.24,71.46,55.16,36.15,33.46,56.42,39.02,46.33,50.52,61.6,84.25,33.06,56.72,14.37,31.12,22.74,26.87,29.74,33.4,55.57
20101011,56.16,57.95,55.93,51.67,108.05,187.8,24.31,45.01,35.37,54.55,23.02,28.12,21.98,9.94,23.96,16.22,75.46,65.36,112.65,62.95,36.2,43.89,29.37,56.86,132.29,79.74,35.28,67.7,50.94,23.04,145.01,50.89,36.24,65.55,32.21,36.19,71.36,50.74,28.26,76.24,26.31,26,25.27,112.81,34.99,40.82,50.88,66.08,71.25,55.41,35.6,33.52,56.37,39.01,46.1,50.51,60.44,82.71,33,56.88,14.35,31.03,22.78,26.9,29.76,33.41,55.63
20101012,56.72,57.3,56.24,52.63,105.85,185.45,24.63,44.82,35.66,54.43,22.8,28.13,22.09,9.85,24.02,16.16,75.26,65.66,115.95,61.1,36.18,43.75,29.55,56.62,131.96,79.66,35.25,67.88,51.41,23.35,145.51,51.21,36.69,64.65,32.11,36.49,71,50.71,28.08,74.72,26.49,25.96,25.02,113.17,34.74,41.07,51.34,65.76,70.77,55.87,35.65,33.74,57.48,39.1,46.27,50.89,58,80.6,33.09,56.79,14.52,31.01,22.92,26.97,29.83,33.49,55.48
20101013,57.94,56.1,56.24,54.28,102.6,195.3,23.27,45.67,34.42,55.07,22.97,28.52,22.54,9.88,24.4,16.38,77.08,66.92,116.95,60.55,37,44.81,28.17,58.04,134.07,79.96,35.82,68.94,51.95,23.18,146.91,52.18,37.56,63.2,32.07,37.55,68.72,49.61,27.65,74.16,26.09,25.16,24.47,114.08,33.12,41.69,53.54,63.72,67.5,58.27,36.16,34.69,57.96,40.3,47.02,51.45,56.8,79.34,33.64,57.5,14.53,31.54,23.11,27.21,30.05,33.54,56.51
20101014,57.4,56.65,56.24,54,103.15,194.5,23.36,45.59,34.48,55.47,23.18,28.39,22.87,9.95,24.67,16.46,76.69,66.68,112.2,62.9,37.28,44.95,27.97,57.64,134.75,79.53,35.68,68.89,51.78,22.56,146.34,51.69,37.02,63.85,31.9,37.6,68.76,49.62,27.85,76.2,26.03,25.55,24.7,113.62,33.26,41.43,53.49,63.8,67.68,58.23,36,34.72,56.35,39.57,47.38,51.31,58.8,80.56,33.31,57.41,14.27,31.35,23.12,27.22,29.99,33.5,55.97
20101015,57.65,56.3,56.24,53.87,103.45,193.7,23.43,45.53,34.56,55.28,23.13,28.2,22.83,9.87,24.54,16.44,76.56,66.07,107.55,65.55,37.2,45.27,27.61,56.86,133.68,79.76,35.63,68.65,51.75,21.98,146.34,51.79,37.19,63.8,32.19,37.47,69,50.04,27.74,78.44,26.27,25.6,24.57,113.86,33.59,41.55,52.97,64.28,68.34,57.69,35.47,34.43,54.62,39.6,47.14,51.24,57.68,79.75,33.41,57.57,14.02,31.15,23.52,27.29,30.12,33.75,55.49
20101018,58.01,55.7,56.33,55.84,99.5,194.9,23.36,45.55,34.74,55.41,23.05,28.13,23.08,9.94,24.59,16.49,76.23,67.42,113.1,62,37.39,45.4,27.35,56.59,134.28,79.64,35.8,69.24,51.47,22.49,146.62,52.13,37.54,63.1,32.27,38.03,67.76,49.02,27.4,75.28,26.1,25.59,25.2,114.44,32.5,41.99,54.27,63.08,66.69,58.07,36.28,35.02,56.73,39.54,47.15,51.94,56.12,79.86,33.56,57.73,14.34,31.13,23.68,27.39,30.41,33.8,56.98
20101019,56.05,57.85,56.33,53.71,103.2,176.45,25.62,44.07,36.71,54.14,22.2,27.53,22.34,9.85,23.89,16.07,73.81,64.2,109.45,64,36.28,44.31,28.61,53.98,130.11,79.63,34.69,67.86,51.74,22.41,144.6,50.59,35.76,65.95,31.69,36.68,70.32,51.05,28.2,77,25.76,26.87,25.16,112.89,34.57,40.81,51.01,65.68,70.44,55.57,34.62,33.6,55.47,37.63,45.92,51.26,57.92,80.19,32.67,56.55,14.14,30.7,23.25,27.04,29.82,33.17,53.57
20101020,57.71,56.05,56.33,57.44,96.3,183.9,24.41,44.79,35.56,55.2,22.76,27.93,22.92,9.93,24.49,16.27,74.6,64.83,113.3,61.9,37.23,45.25,27.53,54.91,131.32,79.91,35.13,68.57,52.84,22.24,146.4,51.83,36.89,64,31.89,37.24,69.2,49.35,27.64,75.44,26.01,25.63,24.4,114.03,33.54,41.64,52.57,64.28,68.28,57.21,35.59,34.29,56.78,39.26,47.07,52.45,55,78.66,33.37,57.3,14.28,31.15,23.45,27.29,30.11,33.61,54.99
20101021,58.09,55.75,54.2,57.03,96.8,182.7,24.41,44.79,35.52,54.89,22.49,27.76,23.1,9.8,24.62,16.17,72.84,64.87,112.65,62.15,37.36,45.21,27.55,53.73,129.47,79.77,34.92,68.23,52.73,22.29,146.15,51.64,37.09,63.6,32.34,36.95,69.6,48.7,27.51,75.64,25.96,25.63,24.26,114.29,33.97,41.81,51.84,64.92,69.24,56.39,34.85,34,56.49,39.26,46.94,52.39,53.72,77.28,33.36,57.27,14.28,31.41,23.47,27.39,30.19,33.81,54.05
20101022,58.51,55.25,54.2,57.12,96.5,183.6,24.34,44.84,35.5,55.04,22.63,27.71,23.17,9.88,24.7,16.23,72.26,64.96,112.8,62,37.46,44.74,28.08,54.34,129.73,80.18,35.14,68.68,52.74,22.33,147.18,52.37,37.62,62.7,32.42,37.37,68.88,48.95,27.38,75.48,26.32,25.96,24.1,114.51,33.34,42,52.74,64.12,67.95,57.52,35.49,34.4,56.55,38.8,47.09,52.42,51.32,75.84,33.11,57.66,14.27,31.4,23.54,27.49,30.2,34,53.88
20101025,59.09,54.8,54.7,57.44,95.95,189.25,23.51,45.34,34.69,55.26,23.17,28,23.36,9.89,24.77,16.24,72.96,65.07,112.1,62.4,37.4,45.29,27.41,55.19,130.85,80.53,35.38,69.1,52.85,22.12,148.12,53,38.12,61.9,32.45,37.75,68.16,48.45,27.25,75.92,26.55,25.08,23.93,114.86,32.78,42.2,53.68,63.24,66.63,58.54,35.57,34.82,56.22,40.09,47.2,52.52,50.6,74.92,33.85,57.82,14.22,31.51,23.61,27.56,30.37,34.22,54.95
20101026,59.07,54.8,54.7,56.16,98.3,189.4,23.57,45.3,34.75,54.89,22.95,27.93,23.14,9.79,24.53,16.27,73.9,64.39,112.2,62.4,37.15,45.24,27.39,55.24,130.88,80.67,35.4,69.05,52.52,22.15,147.9,52.83,37.97,62.05,32.51,37.6,68.36,48.5,27.24,75.76,26.5,25.08,23.89,114.88,32.87,42.22,53.61,63.32,66.81,58.49,35.68,34.78,56.38,40.13,46.82,52.12,51.68,74.9,33.64,57.94,14.24,31.36,23.67,27.4,30.28,34.37,54.87
