Date,CL_2007F,CL_2007G,CL_2007H,CL_2007J,CL_2007K,CL_2007M,CL_2007N,CL_2007Q,CL_2007U,CL_2007V,CL_2007X,CL_2007Z,CL_2008F,CL_2008G,CL_2008H,CL_2008J,CL_2008K,CL_2008M,CL_2008N,CL_2008Q,CL_2008U,CL_2008V,CL_2008X,CL_2008Z,CL_2009F,CL_2009G,CL_2009H,CL_2009J,CL_2009K,CL_2009M,CL_2009N,CL_2009Q,CL_2009U,CL_2009V,CL_2009X,CL_2009Z,CL_2010F,CL_2010G,CL_2010H,CL_2010J,CL_2010K,CL_2010M,CL_2010N,CL_2010Q,CL_2010U,CL_2010V,CL_2010X,CL_2010Z,CL_2011F,CL_2011G,CL_2011H,CL_2011J,CL_2011K,CL_2011M,CL_2011N,CL_2011Q,CL_2011U,CL_2011V,CL_2011X,CL_2011Z,CL_2012F,CL_2012G,CL_2012H,CL_2012J,CL_2012K,CL_2012M,CL_2012N,CL_2012Q,CL_2012U,CL_2012V,CL_2012X,CL_2012Z,CL_2013F,CL_2013G,CL_2013H,CL_2013J,CL_2013K,CL_2013M,CL_2013N,CL_2013Q,CL_2013U,CL_2013V,CL_2013X,CL_2013Z,CL_2014F,CL_2014G,CL_2014H,CL_2014J,CL_2014K
20110607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.09,99.69,100.23,100.71,101.15,101.51,101.76,101.99,102.21,102.42,102.64,102.86,103.03,103.08,103.11,103.15,103.19,103.27,103.1,102.94,102.82,102.74,102.67,102.61,102.47,102.38,102.31,102.31,102.35,102.45,102.31,102.18,102.09,102.01,101.95
20110608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.74,101.29,101.78,102.22,102.61,102.91,103.13,103.34,103.55,103.76,103.96,104.14,104.29,104.31,104.31,104.32,104.34,104.39,104.2,104.02,103.88,103.78,103.69,103.61,103.45,103.34,103.25,103.23,103.26,103.33,103.18,103.05,102.96,102.88,102.82
20110609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.93,102.45,102.91,103.31,103.64,103.85,104,104.16,104.31,104.43,104.53,104.63,104.69,104.62,104.54,104.49,104.46,104.46,104.23,104,103.8,103.64,103.49,103.35,103.13,102.97,102.83,102.76,102.73,102.75,102.56,102.39,102.25,102.12,102.01
20110610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.29,99.85,100.4,100.88,101.3,101.59,101.84,102.07,102.27,102.45,102.61,102.76,102.85,102.81,102.76,102.73,102.73,102.76,102.58,102.41,102.27,102.17,102.07,101.98,101.81,101.7,101.61,101.59,101.61,101.68,101.51,101.36,101.24,101.13,101.03
20110613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.3,97.84,98.36,98.82,99.24,99.55,99.83,100.1,100.35,100.58,100.81,101.03,101.19,101.24,101.27,101.32,101.4,101.51,101.39,101.29,101.18,101.12,101.05,100.99,100.85,100.77,100.72,100.74,100.79,100.89,100.75,100.62,100.52,100.43,100.35
20110614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.37,99.86,100.31,100.71,101.08,101.36,101.6,101.83,102.05,102.25,102.44,102.61,102.74,102.78,102.81,102.85,102.93,103.04,102.94,102.83,102.7,102.61,102.52,102.43,102.26,102.15,102.06,102.07,102.08,102.14,101.97,101.81,101.68,101.56,101.45
20110615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.81,95.26,95.71,96.11,96.5,96.8,97.07,97.32,97.56,97.78,97.99,98.19,98.33,98.38,98.41,98.47,98.56,98.68,98.6,98.52,98.42,98.35,98.28,98.21,98.08,98,97.93,97.96,97.99,98.07,97.91,97.76,97.64,97.52,97.42
20110616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.95,95.36,95.77,96.15,96.55,96.89,97.19,97.46,97.71,97.94,98.16,98.36,98.5,98.54,98.55,98.59,98.67,98.78,98.71,98.65,98.57,98.51,98.46,98.41,98.3,98.23,98.18,98.22,98.26,98.34,98.18,98.04,97.92,97.81,97.71
20110617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.01,93.4,93.84,94.23,94.63,94.98,95.31,95.63,95.94,96.24,96.53,96.79,96.98,97.07,97.12,97.19,97.31,97.46,97.45,97.45,97.43,97.42,97.42,97.42,97.36,97.34,97.34,97.43,97.52,97.65,97.52,97.41,97.32,97.24,97.18
20110620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.26,93.63,94.07,94.46,94.85,95.19,95.52,95.84,96.15,96.44,96.72,96.97,97.17,97.26,97.31,97.39,97.5,97.64,97.65,97.67,97.67,97.68,97.7,97.71,97.67,97.67,97.69,97.79,97.9,98.04,97.93,97.84,97.76,97.7,97.66
20110621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.4,94.17,94.6,94.96,95.33,95.66,95.96,96.26,96.55,96.83,97.1,97.34,97.52,97.6,97.65,97.72,97.82,97.96,97.97,97.99,97.97,97.96,97.96,97.96,97.91,97.9,97.91,98,98.1,98.23,98.13,98.04,97.96,97.9,97.86
20110622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.41,95.92,96.35,96.78,97.15,97.49,97.82,98.13,98.43,98.71,98.97,99.15,99.22,99.27,99.34,99.44,99.59,99.61,99.63,99.62,99.62,99.62,99.63,99.58,99.57,99.58,99.67,99.77,99.89,99.79,99.7,99.63,99.57,99.53
20110623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.02,91.54,92.04,92.57,93.04,93.45,93.87,94.28,94.68,95.07,95.45,95.72,95.88,96.01,96.16,96.36,96.6,96.68,96.78,96.89,97.01,97.12,97.22,97.24,97.31,97.4,97.57,97.75,97.95,97.91,97.88,97.87,97.88,97.9
20110624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.16,91.71,92.23,92.78,93.29,93.74,94.19,94.64,95.07,95.48,95.89,96.2,96.4,96.58,96.79,97.04,97.33,97.44,97.56,97.68,97.81,97.93,98.05,98.08,98.15,98.25,98.43,98.61,98.81,98.79,98.78,98.79,98.81,98.85
20110627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.61,91.17,91.7,92.24,92.72,93.13,93.54,93.94,94.31,94.67,95.02,95.28,95.46,95.63,95.83,96.07,96.34,96.45,96.57,96.69,96.82,96.94,97.06,97.09,97.16,97.26,97.44,97.62,97.82,97.81,97.82,97.84,97.87,97.93
20110628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.89,93.46,94.01,94.57,95.06,95.47,95.86,96.22,96.56,96.89,97.21,97.43,97.57,97.69,97.83,98.02,98.24,98.29,98.34,98.4,98.46,98.52,98.57,98.55,98.58,98.64,98.78,98.93,99.09,99.04,99.01,98.99,98.98,98.99
20110629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.77,95.32,95.84,96.36,96.81,97.19,97.57,97.92,98.26,98.59,98.91,99.13,99.25,99.35,99.48,99.65,99.85,99.87,99.89,99.92,99.95,99.97,99.99,99.94,99.94,99.97,100.07,100.18,100.3,100.2,100.12,100.05,99.99,99.94
20110630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.42,95.96,96.5,97.04,97.53,97.96,98.38,98.78,99.16,99.54,99.91,100.17,100.32,100.43,100.55,100.7,100.86,100.86,100.87,100.89,100.91,100.92,100.92,100.85,100.84,100.86,100.94,101.04,101.15,101.04,100.94,100.86,100.79,100.73
20110701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.94,95.51,96.06,96.61,97.14,97.64,98.1,98.53,98.95,99.37,99.78,100.08,100.28,100.47,100.66,100.87,101.09,101.11,101.14,101.18,101.22,101.24,101.25,101.18,101.17,101.19,101.28,101.38,101.49,101.38,101.28,101.2,101.13,101.06
20110705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.89,97.38,97.87,98.37,98.83,99.29,99.7,100.09,100.46,100.83,101.19,101.47,101.66,101.82,101.98,102.17,102.37,102.37,102.38,102.39,102.41,102.41,102.4,102.31,102.28,102.29,102.36,102.45,102.55,102.43,102.32,102.22,102.13,102.05
20110706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.65,97.13,97.57,98.02,98.44,98.86,99.25,99.61,99.97,100.32,100.67,100.95,101.14,101.29,101.47,101.67,101.89,101.91,101.93,101.96,101.99,101.99,102,101.92,101.9,101.92,102,102.1,102.21,102.1,101.99,101.9,101.82,101.75
20110707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.67,99.14,99.59,100.07,100.52,100.94,101.32,101.67,102,102.31,102.61,102.87,103.02,103.16,103.32,103.5,103.71,103.72,103.72,103.73,103.73,103.72,103.73,103.65,103.62,103.64,103.71,103.8,103.91,103.79,103.67,103.57,103.48,103.39
20110708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.2,96.7,97.19,97.72,98.23,98.72,99.16,99.57,99.94,100.29,100.62,100.91,101.11,101.29,101.49,101.72,101.98,102.03,102.07,102.12,102.16,102.19,102.24,102.21,102.25,102.33,102.47,102.62,102.8,102.69,102.58,102.5,102.42,102.35
20110711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.15,95.62,96.11,96.64,97.19,97.71,98.2,98.64,99.04,99.41,99.75,100.05,100.26,100.45,100.65,100.89,101.16,101.21,101.25,101.3,101.34,101.37,101.42,101.38,101.41,101.47,101.59,101.73,101.9,101.8,101.7,101.64,101.59,101.54
20110712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.43,97.85,98.27,98.74,99.24,99.71,100.12,100.51,100.85,101.15,101.43,101.69,101.88,102.04,102.22,102.43,102.68,102.73,102.75,102.77,102.77,102.76,102.76,102.69,102.69,102.7,102.77,102.88,103.01,102.88,102.76,102.67,102.6,102.53
20110713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.05,98.49,98.9,99.36,99.87,100.36,100.81,101.22,101.58,101.92,102.22,102.49,102.7,102.87,103.05,103.27,103.52,103.55,103.56,103.57,103.57,103.56,103.55,103.48,103.48,103.48,103.54,103.65,103.78,103.66,103.55,103.46,103.39,103.32
20110714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.69,96.11,96.55,97.06,97.65,98.21,98.72,99.17,99.58,99.95,100.29,100.61,100.85,101.08,101.32,101.6,101.9,101.98,102.05,102.11,102.15,102.19,102.23,102.18,102.2,102.23,102.32,102.45,102.6,102.5,102.42,102.35,102.3,102.26
20110715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.24,97.6,97.99,98.46,98.99,99.49,99.94,100.34,100.71,101.04,101.36,101.66,101.88,102.1,102.33,102.6,102.9,102.99,103.06,103.12,103.17,103.21,103.25,103.21,103.23,103.26,103.35,103.48,103.64,103.55,103.47,103.4,103.35,103.31
20110718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.93,96.25,96.65,97.12,97.62,98.11,98.57,98.99,99.39,99.76,100.11,100.43,100.66,100.88,101.11,101.38,101.68,101.78,101.87,101.94,102,102.05,102.1,102.07,102.1,102.15,102.25,102.39,102.56,102.47,102.39,102.32,102.26,102.22
20110719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.5,97.86,98.24,98.68,99.14,99.58,100.01,100.4,100.78,101.14,101.47,101.77,102,102.19,102.39,102.61,102.87,102.94,103,103.05,103.1,103.13,103.16,103.11,103.12,103.15,103.23,103.35,103.49,103.39,103.3,103.22,103.15,103.09
20110720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.14,98.4,98.78,99.22,99.66,100.09,100.51,100.89,101.26,101.62,101.96,102.26,102.48,102.7,102.92,103.17,103.44,103.52,103.58,103.62,103.66,103.69,103.71,103.66,103.67,103.7,103.78,103.89,104.02,103.92,103.83,103.75,103.68,103.62
20110721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.13,99.46,99.85,100.25,100.63,101,101.34,101.67,101.99,102.3,102.58,102.8,103.01,103.21,103.44,103.69,103.76,103.82,103.86,103.9,103.93,103.95,103.9,103.91,103.94,104.01,104.12,104.25,104.17,104.09,104.03,103.97,103.94
20110722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.87,100.2,100.58,100.94,101.27,101.6,101.9,102.19,102.47,102.74,102.99,103.18,103.36,103.53,103.72,103.94,103.99,104.03,104.06,104.09,104.11,104.12,104.06,104.05,104.06,104.12,104.22,104.34,104.25,104.16,104.09,104.03,103.99
20110725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.2,99.6,100.05,100.48,100.87,101.22,101.55,101.86,102.16,102.45,102.72,102.93,103.13,103.32,103.52,103.75,103.81,103.86,103.9,103.93,103.96,103.97,103.92,103.92,103.93,104,104.11,104.24,104.16,104.08,104.01,103.95,103.91
20110726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.59,100.01,100.46,100.88,101.27,101.62,101.94,102.25,102.55,102.84,103.11,103.32,103.51,103.69,103.88,104.1,104.15,104.19,104.22,104.24,104.27,104.28,104.23,104.23,104.24,104.31,104.42,104.55,104.46,104.37,104.29,104.22,104.17
20110727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.4,97.84,98.33,98.82,99.26,99.66,100.03,100.39,100.73,101.06,101.38,101.62,101.84,102.05,102.28,102.53,102.61,102.66,102.71,102.76,102.81,102.84,102.82,102.84,102.87,102.96,103.09,103.23,103.16,103.09,103.03,102.97,102.93
20110728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.44,97.87,98.35,98.82,99.25,99.66,100.05,100.43,100.79,101.15,101.5,101.76,101.99,102.22,102.47,102.73,102.83,102.89,102.95,103.01,103.05,103.08,103.06,103.08,103.1,103.18,103.31,103.45,103.37,103.29,103.21,103.14,103.1
